post,target_minority,label
TRP gets it - Anybody else noticing fatugly chicks with handsome guys,women,5
"Teacher  Black men are naturally more aggressive and strong than white men. Me No, it has to depend on the man, surely. Teacher  Not really, no white man could... Me Your husband is 6ft tall well built and my dad is 5'7ft and very lean, your husband could wipe the floor with him. Teacher  There are odd exceptions but, in general. I was 15, Secondary School, England  2001. Made me feel gobsmacked worried that I would be graded unfairly.",black,2
Technically legal If you penetrate before she says no its technically not rape,women,5
"Teeth are like people All want to be white, most are yellow and the black ones don't work",black,2
"Thank goodness for Donald J. TrumpTrump, now is the time to make good on your immigrationdemographics issues1 Deport all illegalsrefugees2 Build the wall3 Let all H1B visas expire4 Deny all citizenship requests from all non Whites5 Offer reimmigration to blacks back to Africa#MAWA",black,2
That place was infested with black people.,black,2
"That's why black men, like my boyfriend, date us white women. They like REAL hair, real nails, and none of that attitude.  Black girls are way too ghetto and too much work.",black,2
The Jews use to laughThey thought it was just a jokeThey're not laughing now-Adolf Hitler,jewish,3
The Muslim threat level is now at 'Critical'.,muslim,4
"The Shia and Sunni are back to killing each other in Yemen, as they have done everywhere for 1400 years.  The gift of #Islam.",muslim,4
"The biggest problem is new york.There are blacks all over the streets , when you 're in new york think you 're in nigeria .",black,2
The bitches behind me are so annoying,women,5
The fact that there are in this sub a lot of currycels they have on average a higher IQ it is the proof women are dumb,women,5
The funny thing about conversing with kikes is once you've mastered seeing through their deceptive jewspeak you quickly realize that whole high iq thing is largely a myth,jewish,3
"The jokes here are getting clean. If you want a joke with this statement, look at a Jew.",jewish,3
"The kikes probably put the Leftist up to it , to make it seem like they do n't have total control of everyone .",jewish,3
"The last time I had sex was like the 100m final! 8 black men, and a gun",black,2
The only C word you should call a woman is cute. Cunts like it when you call them cute.,women,5
"The only 3 things a guy should wanna change about his girl is her last name, her address and her viewpoint on men.",women,5
The only reason I hate black people Is cause the last one didn't stay to raise me,black,2
The reason I date a black girl So I don't have to meet her dad,black,2
The slogan on the entrance of Auschwitz was the well-known work sets you free. But what was the slogan at the exit Hot surface. Do not touch.,jewish,3
The stupid thing about SJW BLM feminazis etc is that all sane humans value these same things on a healthy level.. but they blow it up 10000 and it makes everyone who isn't psychotic and schizophrenic look like bigots because we don't have rainbow hair and protest naked covered in baby blood,women,5
"The way I fuck her, you would think I love this bitch",women,5
The way Jews work together with such cunning would be admirable if their works where not to such disgusting evil ends .,jewish,3
Their brains have never developed so they think there still in the wild jungles of Africa .,black,2
Them women at the bar @user are there for your pleasure them old hoes be pure #savages,women,5
"There are many ways to promote antisemitism An example is becoming a landlord and cutting off ZOG-funds with fair, competitive rent prices",jewish,3
"There are scholarships available solely for black men, black women, only women, Hispanic men and women...but if there was a scholarship that only a white man could apply for, I bet it would cause an uproar. Just sayin'. Is this fair in today's day and age What did my generation do to oppress any specific group of people Isn't it time for equality across the board",black,2
"There is no good to be found in womenThey have no redeeming features, the sweet girl we all want exists only in our head",women,5
There was a blackout last night. So I told my slave to go turn on the backup power supply.,black,2
There was this great German Hotel that closed down in 1945. It gave free food and free hairdo's. It was called Aushwitz.,jewish,3
"There's African Americans and then there's black people. There's a difference. Like, Oprah is an African American, but some random black guy off the street doesn't deserve the title, you know",black,2
These bitches so broke instead of go get it they quick to go ask for somethin,women,5
These fat hoes think they slick posting neck up pics and shit,women,5
These hoes gettin replaced soon as they start to fuck wit my cheques,women,5
These hoes kno bout me,women,5
These hoes worried bout the wrong things in life,women,5
This disgusting negro makes us  white people  look bad .,black,2
This is 50 shades of bullshit. Wadhwa said that women that disagreed with him were just looking for attention. THESE WERE HIS WORDS.,women,5
This is not a joke... I think killing blacks should be legal.,black,2
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",jewish,3
This is the only place in the world where Asians call themselves chinks and Indians call themselves currycelsWow.,asian,1
This is why libtards and Jews call us white supremacists and get away with it .,jewish,3
"To all the black kids without fathers, don't be so upset. In a few years, you'll get to meet them when you go to prison.",black,2
To be honest I have not heard in yrs of any skinheads beating anyone up what a shame it should be an everyday event .,black,2
"To get information from gangs, London police are now wearing blackface. They're going incognegro.",black,2
To me anal is like a boxing match It's only fun if you knock her out and go till things get bloody,women,5
To the women marching across the US todayHave as many abortions as youd likeBoycott spermGet sterilizedBoycott the patriarchyKill yourselves in protest,women,5
Today we celebrate a Jewish funded black communist who frequented gay orgies and read speeches written by his Jewish handlersThis is the equivalent of people 50 years from now getting the day off to celebrate deray who is another Jewish funded black faggot,black,2
"Today, I bought a Rolex from a black guy for a bargain. I would even say it was almost a steal.",black,2
"Too bad they won't take you! @user Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY",women,5
Too many whites think they deserve what negroes dish out because of guilt .,black,2
Trying to Explain Inceldom to My MotherShe says all I have to do is talk to women and denies that all women are whores lol,women,5
Turn up your hearing aid A thought @user I'm not sexist but it's nearly impossible to listen to a girl talking about football on ESPN,women,5
Tyrone be pissed cuz if Whitey mad dat means no mo Gibs and he haffa give up his sail foam.,black,2
USA is represented by a negro family and Australia a I have no clue what family .,black,2
"Ugh, I can't. @user Nothing quite as degrading as a man using a feather duster. #GenderRoleShock #NotSexist #JustManly",women,5
Ukraine needs to rid itself of these Jewish Oligarchs .,jewish,3
"Until we get beyond making excuses for, just a few bad Muslims and recognize Islam as a religion of terror, Paris will keep happening.",muslim,4
"Untold Murder is risible, mulatto perjurer trying to convince the audience he knows something as opposed to reading from a New Scotland Yard script.",black,2
Using it to communicate our humanity CHICKS MAN @user Don't call me sexist because we all know how y'all girls are with Twitter.,women,5
Virtually all of those rapes are committed by non-whites .,black,2
WOW TOP SHELF HUMOR @user What's the point in having a cleaning lady when I have a mom and a sister #NotSexist,women,5
Wait did  just say that out of the 14 ppl in that TX church bus accident only Thee black woman survived ....Should I say it!!,black,2
Wakanda is like a black person's freedom. It really never was real in the first place.,black,2
"Walks into a post office to buy stamps. Me Hmong American Hello, I would like to get the pixar stamps. Clerk Takes out Chinese New Year Stamps, while smiling like she made my day I think you'll like these. Me Looks at her and the stamps... No, it's okay. I'll just get the pixar ones. Clerk Pushes the stamps forward Awkward silence of me thinking... Me Okay Buys and walks away Clerk Xie xie WTF! with a tickle in my tummy... Did this just really happen to me...",asian,1
Wanna hear a joke Black Lives Matter,black,2
Wanna hear my favorite oximoron Black people.,black,2
Wanna hear the biggest lie Men and women deserve equal rights,women,5
"We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.",black,2
We must never forget what happened during the Holocaust. Three million survived.,jewish,3
We separate our laundry into whites and darks right So why not our schools,black,2
We should refuse to provide weapons to Iraq without a guarantee that they will not go to the Shia Militia animals. #Iraq #Islam #Iran,muslim,4
Well today in school i farted infront of my Jewish friend And when he looked at me i said sorry Its a little gas it wont kill anybody,jewish,3
"Well you know, you are going to have to deal with some uneducatable black kids.",black,2
"What Do A Woman And A Bar Have In Common Liq-Her In The Front, Poke Her In The Back.",women,5
What Do You Call It When An Ethiopian Baby Cries A mid-life crisis,black,2
What are the advantages of being blacc You can attend a funeral naked...,black,2
What degeee couldn't the black guy get in any field Masters,black,2
What did God say when creating The Big Bang Allahu Akbar,muslim,4
"What did God say when he made the first black person Dammit, I burnt one.",black,2
What did Hitler tell the jews when they can't solve a riddle. take a gas,jewish,3
What did Palestinian Shaggy say when the jews occupied his land Zoinkst,jewish,3
What did god say when he created the first black man Damn I burnt one,black,2
What did the black girl get after having an abortion 500 from crime stoppers,black,2
"What did the black, blind, deaf and mute kid get for christmas Aids.",black,2
What did the jew say to the other jew Jew Is something burning,jewish,3
What did the moderator say when the black man walked into the bar,black,2
What did the nigger get on his SAT's Watermelon Juice -Kevin Barnett,black,2
What did the nigger say to a policeman Nothing because he got shot.,black,2
"What did the salad dressing maker say to his daughter after they caught a nigger in their backyard Dorothy, lynch.",black,2
What distinguishes blacks from white people Colorful jumpsuits.,black,2
What do African teenagers and bad wizards have in common They both dont know how to spell,black,2
What do Colorado and the middle east have in common Women and gays get stoned after having some good sex.,women,5
What do Jews and cars have in common They are full of gas,jewish,3
What do Muslims have in common with Darth Vader They both offer you to come to the dark side before killing you,muslim,4
"What do Rosa Parks, Nelson Mandela, and Martin Luther King Jr. all have in common They're all dead",black,2
What do White people get in return for letting Blacks have Black heritage month Father's Day,black,2
What do apples and black people both have in common They both hang from trees,black,2
What do babies and black people have in common Theyre both good for target practice,black,2
What do bikes and black men have in common The chain,black,2
What do black people and dogs have in common I put chains on both but they still end up escaping,black,2
What do blacks and this thread have in common Both are gonna get locked up,black,2
What do brick sidewalks and fat women have in common They both get laid by mexicans,women,5
What do gays call hemorrhoids Speed bumps.,LGBT,0
What do jews and meat have in common They're both better cooked,jewish,3
What do my wife and the water temple have in common I can spend hours beating them.,women,5
What do pictures and gay men in saudi arabia have in common Both are framed then hanged immediately,LGBT,0
What do they call the emancipation proclamation in Mississippi Fake News,black,2
What do u call a black pirate with a peg leg Shit on a stick,black,2
What do you call 1 black person on the moon A problemWhat do you call 2 black people on the moonA problemWhat do you call the entire population of black people on the moonProblem solved!,black,2
What do you call 1000 drowned niggers A good start,black,2
What do you call 2 niggers having sex Fucking niggers,black,2
What do you call 369 transgender individuals killed this year A good start,women,5
What do you call 5 black people having sex A 3-some,black,2
What do you call A black man in a suit The accused.,black,2
What do you call a Jew with autism Auschwistic,jewish,3
What do you call a Jewish helicopter A holocaupter,jewish,3
What do you call a Jewish pokmon trainer Ash,jewish,3
What do you call a Muslim emperor Napoleon Blownaparte,muslim,4
What do you call a Muslim who always makes mistakes Errorist,muslim,4
What do you call a bIack man trying to hold in a laugh A sniggerer,black,2
What do you call a black Nobel Prize winner A nigger.,black,2
What do you call a black dude on a bicycle,black,2
What do you call a black guy at a university Janitor,black,2
What do you call a black guy with half a brain Gifted,black,2
What do you call a black man left hanging a lynching victim,black,2
"What do you call a black man that has eight arms I don't know, but it picks cotton really fast!",black,2
What do you call a black midget in Ireland. A leprecoon.,black,2
What do you call a black person on top of a church Holy shit,black,2
What do you call a black person with rights Nonexistent,black,2
What do you call a black spider No daddy long legs,black,2
What do you call a black wizard a negromancer,black,2
What do you call a bunch of Muslim superheroes Suicide squad,muslim,4
What do you call a bunch of people that steal from the rich A robbing hood,black,2
What do you call a burnt chicken nugget A nigget,black,2
What do you call a bus full of white people A twinkieA bus full of black people Is a prison bus,black,2
What do you call a cop that doesn't shoot blacks Defective,black,2
What do you call a double oven Jewish bunkbeds,jewish,3
What do you call a flying jew Smoke,jewish,3
What do you call a group of blacks in the ocean An oil spill,black,2
What do you call a jewish pokemon trainer Ash.,jewish,3
What do you call a muslim girl in a birthday party Drone target.,muslim,4
What do you call a muslim that smokes pot Stoned,muslim,4
What do you call a nigger with half a brain Gifted.,black,2
What do you call a paralysed black man  Useless,black,2
What do you call a picture of smoke A Jewish family photo,jewish,3
What do you call a special jew Auschwistic,jewish,3
What do you call a white girl whos faster than her brothers A redneck virgin,women,5
What do you call a white guy surrounded by 10 black guys The majority,black,2
What do you call a white guy surrounded by a thousand black guys A warden,black,2
What do you call a white man in the ghetto You call him master,black,2
What do you call a witch that eats sand An 80 year old African Woman,black,2
What do you call a woman who speaks their mind The cunt buried in my back garden,women,5
"What do you call an Hispanic group that targets black people The Que, Que, Que",black,2
What do you call an educated woman Intellectual property,women,5
What do you call an immersion blender with a straw An abortion kit for difficult cases.,women,5
What do you call five black people having an orgy A threesome.,black,2
What do you call it if a box car train with Jews crashes Fast track.,jewish,3
What do you call it when a Jew rides his bike into a Gestapo checkpoint A kike accident.,jewish,3
What do you call it when a black person does math Nigonometry,black,2
What do you call it when a black person hides from a cop at night Good use of camouflage.,black,2
What do you call rdarkjokes mods Niggers,black,2
What do you call the citizens of Hiroshima Fried Rice,asian,1
What do you call the last virgin in Afghanistan The fastest goat in the country,women,5
What do you call two chimps that fall in love Black people.,black,2
What do you call winning battle royale in China Winner Winner Dog dinner,asian,1
What do you do when a black man is lipmping across your garden Keep laughing and shoot him again,black,2
What do you do when you see a black guy on stage You raise your hand to bid on him.,black,2
What do you do when you see your refrigerator floating in the middle of the night Nothing cause you know it's a big ass nigger,black,2
"What do you do when your daughter starts wearing short skirts Beat the shit out of your wife, as she was the one who let her wear clothes.",women,5
What do you do when your dishwasher breaks Punch her in the face and remind her of her duties.,women,5
What do you do when your dishwasher stops working Punch her in the face,women,5
What do you feel when you see a black man running The recoil,black,2
What do you get when a Muslim and a Mexican have a baby A child too lazy to blow himself up.,muslim,4
What do you get when a black guy knocks up a Mexican woman 35 of a kid that's to lazy to steal.,black,2
What do you get when throw a Molotov cocktail into a gay pride parade An LGBTQBBQ,women,5
What do you get when you put a gay Canadian flight attendant in the same room as a monkey An aids epidemic.,LGBT,0
What do you get when you throw a molotov into a gay pride parade an LGBTBBQ,women,5
What do you say to a black guy in a three piece suit Will the defendant please rise,black,2
"What do you say to a woman with two black eyes Nothing, you already told her twice.",women,5
What do you say when your TV is floating at midnight Drop it Nigger,black,2
"What do you tell a woman with two black eyes Nothing, you've already told her twice.",women,5
What does DNS stand for Dead Nigger Storage,black,2
What does Hiler's favorite gun say p-jew p-jew p-jew,jewish,3
What does Marijuana and the Qur'an have in common Burn it and you get stoned,muslim,4
What does a Muslim do after having sex with his wife Sings a nursery rhyme and puts her to sleep.,muslim,4
What does a banana and chicken have in common They're both eaten by monkeys,black,2
What does a black guy and a basketball have in common They both get shot,black,2
What does a black guy do after sex 15-20 years,black,2
What does a black man do after sex with a white woman 25 too life,black,2
What does a black woman receive when she has an abortion A thank you letter from welfare.,women,5
What does a nigger and a tracktor have in common Both work best with chains on.,black,2
What does a student have in common with the Jewish population in 1945 while he's passing an exam They're both equally concentrated,jewish,3
What does black Fred Flintstone say I yabba dabba dindu nuthin,black,2
What does the KKK and British smokers have in common They both oftentimes say Lets light up a fag,black,2
What does the Ku Klux Klan and the Hood have in common There are a lot of black people hanging around.,black,2
What does the president say to get rid of all the black people in his country Nothing. He just opens the cage.,black,2
What does your penis and wife have in common You beat them both,women,5
"What goes up a hill faster a black guy or a truck The black guy, because he had chains",black,2
"What happened to the quick-tempered Doctor when no one needed him He raped his daughter, then lost his patients",women,5
What happens when God lowers the graphics and increases the difficulty  We all turn black.,black,2
What happens when a black person dies Nigger mortis,black,2
What happens when you roast the quiet Asian kid Your pet goes missing.,asian,1
What have burned pizza and a African dad in common They both cant nourish their family,black,2
"What have parents and pizzas in common When they're black, there's no food.",black,2
What have you got with a black up to his neck in cement Not enough cement.,black,2
What is a little Jewish boy doing by the chimney Waiting for his mother.,jewish,3
"What is difference between black man and gorilla You can visit zoo to feed gorilla, but you cannot visit jail to feed black man",black,2
What is the difference between Santa Claus and jews Santa comes down the chimney.,jewish,3
What is the difference between a Muslim refugee and E.T. E.T. Learned to speak English and wanted to go home,muslim,4
"What is the difference between a black skinned unga bunga monkey man and a bucket filled with a creamy stinky steaming hot disgusting pile of shit The bucket#x200B;#x200B;also, a bucket full of shit doesn't steal your stuff",black,2
"What is the difference between a crucifixion and a circumcision In a crucifixion, they throw out the whole Jew.",jewish,3
What is the difference between a jew and a pizza Pizza comes out of the oven,jewish,3
What is the difference between a nigger and an ape The ape doesnt get hit with a whip,black,2
"What is the difference between the highway at rush hour and the line at KFC Nothing, they are both black and dangerous to cut through",black,2
What is the diffrence between Jews and pizza Pizza don't scream while it is baking.,jewish,3
What is the fastest way to get jewish guests out of your house vacuum cleaner,jewish,3
What is the first sentence of Africa's national anthem Apes together strong,black,2
What is the jewish girl doing on a swing Annoying a german sniper.,jewish,3
What is the most obvious difference between men and women Men aren't property.,women,5
What is the only football team a black person can join The stealers.,black,2
What is the opposite of a human being Black,black,2
What is the similarity between a women and a remote They will work if u hit them,women,5
What is the similarity between human and clothes We prefer to buy the black ones.,black,2
"What is white on top, and black at the bottom The social ladder.",black,2
What martial arts type was hitler scared of jewjitsu,jewish,3
What never eats but still is alive The children of africa,black,2
What place do black people like to be peaceful In their coffin.,black,2
What separates man from animal The Mediterranean.,black,2
What the hell is this recurring weirdness @user I swear I'm not sexist but female chipotle employees can't roll burritos for shiizzzz,women,5
What to do after spreading Islam Reload and keep firing.,muslim,4
What two kinds of people are totally different but always look the same Asians and hepatitis patients,asian,1
What type of adoption does Muslim give to 9 years old kid Force Marriage.,muslim,4
"What was Adolf Hitler's biggest mistake  Not killing the 9,000,001 th Jew .",jewish,3
"What was the KKK cosmetologist thinking about You know, getting rid of black heads.",black,2
What was the best part about being black in the 50's You could sit in the back of the bus and masturbate and nobody would notice,black,2
What was the hardest part of the holocaust My dick.,jewish,3
What were the gays reaction to Pence and Trump being elected They were shocked,women,5
What's A Jew's Biggest Fear Taking a shower.,jewish,3
What's Hitler's favorite breakfast beverage Freshly squeezed orange jews.,jewish,3
What's Hitler's favorite time of the year Gas season,jewish,3
What's a 1000 meters long and has an IQ of 68 A black lives matter parade.,black,2
What's a Jew's favorite book Gone with the wind.,jewish,3
What's a black person's favorite plant Plantation,black,2
What's another name for black people Dark jokes.I'll see myself out.,black,2
What's black and 6 feet tall The remnants of the jews,jewish,3
What's black and doesn't work Africa.Also the 10 year old in my basement.,black,2
What's black yellow and blurry A bus full of niggers rolling down a hill,black,2
"What's black, white and rolls around on the beach A black man and a seagull fighting over a chip.",black,2
What's even worse than black men Black women feminists.,women,5
What's faster than a school full of black kids A loaded gun.,black,2
What's faster than the black kid running down the street with your TV His brother with your Xbox.,black,2
What's similar between cooks and trannies They both cut the meat,women,5
What's the best thing that came out of Auschwitz An empty train,jewish,3
What's the brightest star in Africa Starvation,black,2
What's the difference bw a Muslim and a Black Guy One shoots and the other gets shot.,black,2
What's the difference between Batman and a black man Batman can go out at might without robin.,black,2
What's the difference between Jewish people and boy scouts Boy scouts come back from camp,jewish,3
What's the difference between Jews and money It'd be a tragedy if someone lost 6 million dollars,jewish,3
What's the difference between Niggers and Dog Shit Dog Shit isn't chained up and doesn't ask for food.,black,2
"What's the difference between Santa Claus and a Holocaust Jew Santa Claus is jolly, fat, and goes DOWN the chimney.",jewish,3
What's the difference between Santa Clause and the Jews Santa goes down the chimney,jewish,3
What's the difference between Santa and the Jews  Santa goes down the chimney.,jewish,3
"What's the difference between a Black Lives Matter rally and this sub Nothing, they both hate white people.",black,2
What's the difference between a Jew and a boy scout The Boy scout comes back from his camp.,jewish,3
What's the difference between a Jew and a pizza The pizza doesn't scream when it's put in the oven.,jewish,3
What's the difference between a Jew and harry potter Harry can escape the chamber.,jewish,3
What's the difference between a black man and a pizza A pizza can feed a family of four,black,2
What's the difference between a black man and property I don't know.,black,2
What's the difference between a black person and a bicycle The bicycle doesn't start singing when you put chains on it.,black,2
What's the difference between a black person and a bucket of shit The bucket.,black,2
What's the difference between a black person and a chicken One's free range,black,2
What's the difference between a black person and a couch The couch can support a family,black,2
What's the difference between a black slave and a black surfer One hangs high and the other hangs loose.,black,2
What's the difference between a blonde and a mosquito A mosquito stops sucking after you slap it,women,5
What's the difference between a bowl of salad and a black male I don't have a bowl of salad chained up begging for food in my basement,black,2
What's the difference between a bowling ball and a black pussy You could eat a bowling ball if you had to.,black,2
What's the difference between a bucket of shit and a nigger the bucket...,black,2
What's the difference between a dog and a pizza One can feed a family of four Asian people.,asian,1
What's the difference between a feminist and a cry baby A cry baby stops crying when it grows up.,women,5
What's the difference between a feminist and a knife A knife has a point.,women,5
What's the difference between a jew a dollar I would care if I lost 6 million dollars,jewish,3
What's the difference between a jew and a piece of bread The bread still works after it's been through the toaster,jewish,3
What's the difference between a jew and a pizza The pizza doesn't screems when it gets into the oven,jewish,3
What's the difference between a monkey and a black person They don't have monkeys in my zoo.,black,2
What's the difference between a nigger and a cat You actually feel bad for running over the cat.,black,2
What's the difference between a nigger and a nigga One wears a chain and the other wears a gold chain,black,2
What's the difference between a pothead and a Muslim woman A Muslim woman doesn't want to get stoned,muslim,4
What's the difference between a slaveship and a ghetto Ghettos aren't in the sea,black,2
What's the difference between a woman and a car crash A car crash won't kill you slowly.,women,5
What's the difference between a woman and a computer You can punch information into a computer.,women,5
What's the difference between an African child and a jew One's seen an oven before,black,2
"What's the difference between an Al-Qaeda base and a Pakistani school I don't know man, I just fly the drone.",muslim,4
What's the difference between black dad's and boomerangs Boomerangs are expensive,black,2
"What's the difference between black people and money NothingAs long as you own them, both can be used  for whatever you wantIf you don't own them, both are useless",black,2
What's the difference between boy scouts and Jews Scouts get to leave the camps,jewish,3
What's the difference between heroin and a black person Police care about people shooting heroin,black,2
What's the difference between heroine and a black person I think twice about shooting heroin.,black,2
What's the difference between my penis and my paycheck I don't have to ask my wife to blow my paycheck,women,5
What's the difference between pizza and Jews There are more recipes for pizza.,jewish,3
What's the difference between superman and a black person People actually like superman,black,2
"What's the difference between the KKK and the Nazis The kkk are wrong Could work the other way too, and say that the nazis were wrong",black,2
What's the jewish girl doing on a swing Annoying the german Snipers.,jewish,3
What's the one good thing about black people They provide jobs for the prison guards,black,2
What's the only time you wink at a black person  When you're aiming.,black,2
What's the only warm organ inside a deceased female body My Dick. it's not illegal if the cops don't know about it,women,5
What's the similarities between your meat and a woman You can beat both everyday.,women,5
"What's the worst part about being a black Jew You have to sit at the back, of the oven",black,2
What's the worst part about being black and Jewish You have to count all the money you stealyou have to sit in the back of the oven,black,2
Whats a word that begins with N ends in R and you should never call a black person Neighbor,black,2
Whats faster than a black man running away with a stolen TV His brother with the playstation.,black,2
Whats green and hangs in my back garden Its MY nigger and I'll paint it whatever colour I want to!,black,2
"Whats red, 6 inches and makes my girlfriend cry when I feed it to her Her miscarriage",women,5
"Whats the BEST part about being a black jew If you cant haggle a good deal, you can  steal the item anyways",black,2
Whats the best part of an ISIS joke The Execution,muslim,4
Whats the difference between a Nigger and a Jew Nothing. They're both thieving bastards,black,2
Whats the difference between a ton of coal and a thousand jews Jews burn longer,jewish,3
Whats the difference between a tweaker and a black person The tweaker started out as a good person,black,2
"Whats the difference between a white bank and a black bank Whites use Fifth Third, Blacks use Three Fifths",black,2
Whats the difference between hockey player and a women hippie A hockey player showers after 3 periods,women,5
Whats the first sign of AIDS A rhythmic pounding sensation in your ass,LGBT,0
Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,black,2
"Whats white about a black person The feet, the palms and the owner",black,2
Whats worse than a Jason Aldean concert Being black,black,2
Whats a similarity between a Jew and a stiff nipple They both disappear after a hot shower.,jewish,3
Whats a tattoo every black man is born with One of their dad,black,2
Whats another difference between science and religion In science you blow up chemicals. In religion you blow up yourself,muslim,4
Whats black and doesnt work Half of london,black,2
Whats black and spends most its life in jail A black person,black,2
Whats black white and dark all over A silent murder film,black,2
Whats blue and white and red all over A cop at a BLM rally.,black,2
Whats the difference between Harry Potter and the Jews Harry was looking for the chamber,jewish,3
Whats the difference between Jell-o and Jewish girl Jello moves when you eat it..,jewish,3
Whats the difference between Jews and Euros It really sucks to lose six million euros,jewish,3
Whats the difference between a Jew and a Boy Scout A Boy Scout comes back from back,jewish,3
Whats the difference between a Jew and a bullet Only one escapes the chamber.,jewish,3
Whats the difference between a Jew and a salad You arent supposed to put a salad in the oven,jewish,3
Whats the difference between a black jew and a white jew Black jews sit in the back of the oven,black,2
Whats the difference between a black man and a dress A black man can only hope that people think hes white with gold.,black,2
Whats the difference between a black man and park bench A park bench can support a family of 4,black,2
Whats the difference between a bullet and a Jew One actually leaves the chamber,jewish,3
Whats the difference between a dollar and a Jew Id be disappointed to lose 6 million dollars,jewish,3
"Whats the difference between a fart coming out of someones ass and the gas chamber Nothing. Both methods killed the Jews, except the gas chamber killed more of them while a single fart kills one Jew.",jewish,3
Whats the difference between a women and a computer You can punch information into a computer,women,5
Whats the difference between an Indian Women and an Indian Cow  Police will stop me from raping a cow ...,women,5
Whats the difference between black people and communism People thought communism could work.,black,2
Whats the difference between black people and snow tires Snow tires dont sing when you put chains on them.,black,2
Whats the difference between heroin and niggers Id actually think twice before shooting heroin,black,2
Whats the difference between me and a black People prefer white chocolate over black,black,2
Whats the difference between your wife and a computer The computer shuts up after you hit it,women,5
Whats the hardest part about shooting an unarmed black man The recoil,black,2
Whats the problem with replacing your dishwasher You have to pay alimony,women,5
Whats the same about a black person and a school They both get shot up by white people.,black,2
"Whats the the difference between Al Qaeda base and a Pakistani school I dont know, I just fly the drone.",muslim,4
Whats worse than being raped by Jack the Ripper Being fingered by Captain Hook.,women,5
When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of blacks .,black,2
"When I look at the Zimbawee 's Mugabe , I think  Ape '' or  Gorilla '' .",black,2
"When I was last time in South Africa , we went to Sun City and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely ape-like ones .",black,2
"When a woman removes polish with chemicals When a woman removes polish with chemicals nobody bats and eye,but when Hitler removes polish with chemicals, suddenly it's a big deal.",jewish,3
"When girls say like ohh I'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!",women,5
When someone finds out the black guy in the office is gay Shit goes down,black,2
When u hitting it from the back u gotta call her bitch they love that but don't u dare call em slut,women,5
"When you fucking on that nigga, hope you thinking about me...",black,2
Where are Jews most found In the atmosphere.,jewish,3
Where do black and white people meet for the first time The auction.,black,2
Where do gay Jewish boys hide when the nazis are searching their house The closet,jewish,3
Where do jews go when they die Out the chimney.,jewish,3
Where do people in China buy their groceries Pets at Home.,asian,1
Where do you send an ADHD Jew A concentration camp,jewish,3
Which state holds the highest number of Jews The gaseous state,jewish,3
"While sitting with a friend, observing the art at Museum of Modern Art, a museum security employee approaches us. Employee So, where are you from  to my friend  Lemme guess, Japan Friend Uh, no, Korea. Employee Ah, and you... to me Where are you from  Puerto Rico Me No, I'm from California. Employee Right, but you probably are Puerto Rican. Me I'm not. Employee Are you sure  You must have some Puerto Rican blood in you! Me I assure you, I don't.",asian,1
While talking to a co-worker over our break... Co-Worker Why do you have all those State Park brochures Me I want to get into camping. I never did much of that growing up. Co-Worker You should find an outdoorsy guy to date! Then he can teach you all that stuff. I am a queer woman who is not interested in men.,women,5
Whilst many German women are sexually assaulted in Berlin on NYE by Muslim migrants the German establishment is far more concerned about prosecuting those MPs who tell the truth about the attacks,muslim,4
White Americans and White Europeons have too few children .,black,2
"White men dont understand what its like to be under attack -Lena Dunham Bitch PLEASE. This one time I was mending the chains in my dungeon, one of the whores tried to choke me out!",women,5
White people don't shoot each other on the streets like black people do We shoot each other in schools because we have class,black,2
Whites in all their glory against impossibly large hordes of non-whites .,black,2
"Who invented the triathlon Black people.They walk on foot to the pool, swim, and come back with a bike.",black,2
Who is every jew's hero Santa Claus! He's the only one who got out of the chimney alive.,jewish,3
Who is this Rape guy And why does every chick I have sex with scream his name,women,5
"Who was Hitler A man with a KD ratio of 6,000,0001",jewish,3
Who's faster An old man or a nigger. The old man. He doesn't have any chains attached to a pole.,black,2
Why a woman has more chromosones than a cow So she wouldn't shit herself while doing the dishes,women,5
Why are all blacks and gays left handed They all have no rights.,black,2
Why are all women left handed Because they don't have rights.,women,5
Why are all women lefty Because they have no rights,women,5
Why are black fathers and Shaq's free throw attempts the same They're always missing.,black,2
Why are black guys so bad at eating pussy They never te anything before,black,2
"Why are black men good at basketball The whole point is to run, shoot and steal. Oh and their knee grows.",black,2
Why are black men so fast Cause they already caught the slow ones...,black,2
Why are black people afraid of pooping Because they think they're melting.,black,2
Why are black people scared of chainsaws RUUUNNNN NIGGA NIGGA NIGGA NIGGA.,black,2
Why are black people so fast The slow ones are in the prison.,black,2
Why are black people so hard to find in a snow storm Because no one's looking for them.,black,2
Why are black people so tall Because their knee grows.,black,2
Why are black peoples palms white Cause they were praying when god burned them.,black,2
Why are jews ok with holocaust jokes Because they're used to being roasted,jewish,3
Why are matches like humans The black ones don't work,black,2
Why are paracetamol white Because they work,black,2
Why are people gay Because they can't spell straight.,women,5
